,Informative Thumb Cluster Ringfinger Cue,Informative Thumb Cluster Thumb Cue,Informative Ringfinger Cluster Ringfinger Cue,Informative Ringfinger Cluster Thumb Cue,Uninformative Thumb Cluster Ringfinger Cue,Uninformative Thumb Cluster Thumb Cue,Uninformative Ringfinger Cluster Ringfinger Cue,Uninformative Ringfinger Cluster Thumb Cue
0,-4.76413660847958,4.764127252533888,0.8349847351624458,-0.8349865748832354,1.1662553406143883,3.702249728732317,-1.181360733904688,-0.004656977816334655
1,-5.8845496580008705,5.884514549695927,3.585620898389224,-3.58562323812102,0.48665262377180624,1.0156550148501993,4.724147282367413,3.91735165069707
2,-4.55854277718463,4.558522353228182,-0.8353775487352276,0.835373591371321,-0.06998707941966131,-0.24491672675746182,-0.0929370188427826,0.03578322849284809
3,-1.5969010953544582,1.596898762254656,-2.368185699780066,2.3681860258921428,0.8842508237961826,1.5518303750339175,0.30585175162741507,1.6822266520121048
4,-1.3229461160020253,1.32294592858592,1.7657774903474943,-1.7657693044090974,0.9590281756061276,1.3471885604901286,2.099613436282115,1.748982608531757
5,-3.94223538893083,3.9422290039377565,1.5050905553248044,-1.5050882207024434,-0.4156644715928391,-5.455794391011561,1.5172892726090503,-2.328396955393255
6,-5.051913367449378,5.051921161989412,4.83634599490033,-4.836374447088019,2.3147394883144443,5.560638908139663,0.2928880229264905,5.546044163386978
7,-0.6707873860513506,0.670785270354762,2.9589662533741077,-2.9589632189110606,-1.4545692175028047,-0.29394489175396127,0.15433453446600284,0.3781981715453204
8,-2.181505348018725,2.1815067840211935,4.3540042460359665,-4.35401055872353,0.3074093113516875,-1.6632870600392222,0.8540305470426878,3.1761499578501873
9,-1.730789395796819,1.7307887569031664,2.2971462477289606,-2.2971558303414246,2.5292663811669627,1.0598896686860826,-0.015768504234854066,0.8008201533604213
10,-3.3544484912655474,3.354450351368369,1.6748098735716128,-1.6748139473721884,-1.2693285663395897,-1.7539798659606105,-0.3241915759172719,0.1509220385049259
11,-1.8330630138201134,1.833053542864238,1.3728795263251574,-1.372887206662306,0.8490007750798839,0.5033864460419863,-0.3947546963858518,0.4442758505798078
12,-1.889935187519035,1.8899309111601397,3.0190827625527796,-3.0190917848794134,-2.6615219165442365,-0.7521155501127635,-2.916226157018779,-0.7711719823082603
13,-4.3165524538595825,4.316548125811859,0.28428543421560265,-0.2842867232585435,0.8902864751488034,0.9846318693499005,1.46292853319703,-0.10021012194725305
14,-2.972599431183577,2.97259900021267,4.1194197492077365,-4.119421087250278,10.793083937278425,8.87764021948351,8.632412485381966,5.637729460229387
15,-0.47821845052944695,0.478221440564385,2.4754073626751225,-2.4754032552591525,-2.8733796935309384,-4.900910172684748,-0.23409865291245324,-0.8810298792095229
16,-4.346012910704303,4.346003493777244,-0.2659533182974692,0.2659426795370463,2.2469461097908865,2.3479535037712105,-0.5762788984055861,-0.0966946246350019
17,-3.397773273209168,3.3978066483541625,4.138761016501424,-4.138796258363679,7.404248655708216,6.923478951794095,0.5175476890144637,3.26741001442133
18,0.4637157345580188,-0.46371159980294463,-2.914223104239985,2.914213210111484,1.0759935726117618,1.1495325998537458,2.330237205058802,4.664292153333372
19,-4.35885988564424,4.358868518846893,-0.8798523725380181,0.8798567435242822,-0.2691786042275855,2.3491874103147405,1.624527882173918,2.0527427512252117
20,-2.5494945928333506,2.549473441445466,-2.0513900341501468,2.051413053006793,-1.0262909130766416,-0.9037309198025375,-4.100703463061379,-1.817554653872739
21,2.2354365115643304,-2.2354246450704522,12.278829998107135,-12.278785421086164,3.1658576665677174,2.4166236590972403,11.428493688096447,9.378576645595281
22,-1.2139506206276565,1.2139488045803029,0.03717891009039925,-0.037184059381468466,3.2593540015313884,7.515859199437168,-0.23499738949278645,2.625750617207519
23,-3.3136988275316672,3.3136942067420736,0.4448512995760312,-0.44484967485004745,3.7014478312491343,5.737171952295033,3.948625698205433,2.918695544140064
24,-3.3778828265986562,3.3778834860670646,3.0489820526521987,-3.048979867232777,-2.5217642110336285,-2.6407195555175735,-0.6137287159399933,-1.5398186955897755
